Station,Lat,Lon,Timestamp,CO,NO,NO2,O3,SO2,PM2_5,PM10,NH3,AQI,Type,source_file
Dewas - Kalani Nagar,22.97,76.09,2025-11-25 08:00:00,231.48,0.11,1.46,130.18,7.92,86.28,90.75,0.0,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-25 09:00:00,225.93,0.09,1.43,130.24,7.38,80.25,84.28,0.0,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-25 10:00:00,231.85,0.1,2.03,125.75,7.13,79.29,83.41,0.0,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-25 11:00:00,243.63,0.1,3.26,118.53,7.09,80.13,84.62,0.66,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-25 12:00:00,257.97,0.02,4.83,113.19,7.26,81.43,86.38,1.62,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-25 13:00:00,286.05,0.0,6.69,101.54,6.69,85.55,91.61,2.54,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-25 14:00:00,324.14,0.0,8.13,88.51,5.85,90.48,98.15,4.5,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-25 15:00:00,357.06,0.0,8.66,80.05,5.29,94.3,103.24,6.25,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-25 16:00:00,371.8,0.0,8.05,75.66,4.92,96.2,105.62,6.8,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-25 17:00:00,388.39,0.0,7.56,70.85,4.26,99.16,108.87,7.12,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-25 18:00:00,395.31,0.0,6.92,67.66,3.48,101.82,111.19,6.72,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-25 19:00:00,388.05,0.0,5.84,66.68,2.91,103.41,111.9,5.52,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-25 20:00:00,384.82,0.0,4.91,65.7,2.57,106.19,114.24,4.76,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-25 21:00:00,382.16,0.0,4.16,64.76,2.4,109.39,117.19,4.21,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-25 22:00:00,378.14,0.0,3.56,63.8,2.36,112.05,119.68,3.82,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-25 23:00:00,376.1,0.0,3.17,62.88,2.38,114.88,122.42,3.62,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-26 00:00:00,377.29,0.0,3.03,61.48,2.4,117.73,125.29,3.53,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-26 01:00:00,380.94,0.0,3.26,59.29,2.54,120.04,127.9,3.55,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-26 02:00:00,394.44,0.0,4.11,57.36,3.05,122.37,131.04,3.87,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-26 03:00:00,399.94,0.12,4.81,59.02,4.0,124.37,133.52,3.93,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-26 04:00:00,380.82,0.33,4.17,72.03,5.99,126.74,135.53,2.37,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-26 05:00:00,372.18,0.47,3.81,81.54,7.46,129.63,138.56,1.73,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-26 06:00:00,358.5,0.42,3.24,98.06,9.86,134.98,143.92,0.7,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-26 07:00:00,274.36,0.2,2.08,134.82,14.94,125.68,132.64,0.0,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-26 08:00:00,239.68,0.12,1.49,137.52,12.23,109.67,115.23,0.0,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-26 09:00:00,227.67,0.09,1.46,136.3,10.94,102.3,107.36,0.0,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-26 10:00:00,229.88,0.09,2.03,130.88,10.22,101.32,106.37,0.0,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-26 11:00:00,239.45,0.08,3.18,122.71,9.71,102.49,107.81,0.12,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-26 12:00:00,251.09,0.02,4.56,116.81,9.49,103.1,108.72,0.91,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-26 13:00:00,270.53,0.0,5.96,107.37,8.78,104.64,110.92,1.56,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-26 14:00:00,296.87,0.0,6.91,97.57,7.82,107.91,115.22,2.23,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-26 15:00:00,318.03,0.0,7.12,90.33,7.09,110.65,118.85,2.96,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-26 16:00:00,330.44,0.0,6.85,83.94,6.41,111.49,120.25,3.92,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-26 17:00:00,345.19,0.0,6.7,77.62,5.58,113.78,123.02,4.78,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-26 18:00:00,352.68,0.0,6.38,72.65,4.8,116.08,125.23,5.17,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-26 19:00:00,348.65,0.0,5.64,69.75,4.29,117.49,126.0,5.04,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-26 20:00:00,347.42,0.0,4.89,68.3,4.18,119.93,127.94,4.88,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-26 21:00:00,346.76,0.0,4.23,69.23,4.59,122.99,130.65,4.29,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-26 22:00:00,345.27,0.0,3.67,71.67,5.33,126.46,133.94,3.32,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-26 23:00:00,350.31,0.0,3.41,69.04,4.82,129.59,137.05,3.31,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-27 00:00:00,356.98,0.0,3.37,65.34,4.2,132.07,139.64,3.48,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-27 01:00:00,365.9,0.0,3.64,61.38,3.85,133.44,141.41,3.69,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-27 02:00:00,382.35,0.0,4.42,58.85,4.13,135.66,144.53,3.91,5,Historical,aqi_historical_data.csv
Dewas - Kalani Nagar,22.97,76.09,2025-11-27 03:00:00,393.58,0.12,5.05,60.96,5.17,138.97,148.5,3.45,5,Historical,aqi_historical_data.csv
