Station,Lat,Lon,Timestamp,CO,NO,NO2,O3,SO2,PM2_5,PM10,NH3,AQI,Type
Ujjain - Vikram Nagar,23.2,75.82,2025-11-25 01:00:00,344.23,0.0,2.78,67.04,2.55,102.0,107.66,3.08,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-25 02:00:00,356.22,0.0,3.52,65.16,2.89,103.94,110.29,3.52,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-25 03:00:00,365.02,0.08,4.22,65.92,3.48,105.02,111.92,3.73,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-25 04:00:00,352.59,0.25,3.61,75.63,4.5,104.4,111.35,3.11,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-25 05:00:00,340.5,0.33,3.01,82.76,4.9,103.2,110.11,2.77,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-25 06:00:00,325.41,0.3,2.4,93.82,5.32,104.27,111.07,1.96,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-25 07:00:00,251.54,0.15,1.43,123.27,6.31,96.7,102.1,0.0,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-25 08:00:00,231.0,0.1,1.05,125.91,5.22,83.03,87.34,0.0,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-25 09:00:00,226.53,0.08,1.03,124.99,4.75,76.85,80.77,0.0,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-25 10:00:00,241.59,0.15,2.19,112.05,4.35,78.55,82.85,0.0,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-25 11:00:00,270.2,0.17,4.6,96.94,4.2,81.81,87.03,1.95,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-25 12:00:00,302.27,0.04,7.74,88.2,4.46,83.8,89.98,5.2,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-25 13:00:00,334.69,0.0,9.87,82.1,4.79,86.1,93.34,7.9,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-25 14:00:00,357.61,0.0,10.04,75.97,4.65,88.34,96.36,8.53,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-25 15:00:00,372.05,0.0,9.38,73.04,4.23,89.45,97.51,7.86,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-25 16:00:00,371.62,0.0,8.04,73.37,3.93,88.05,95.47,6.37,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-25 17:00:00,386.15,0.0,7.58,70.49,3.58,88.26,95.53,6.18,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-25 18:00:00,395.15,0.0,6.85,70.36,3.35,88.83,95.79,5.63,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-25 19:00:00,388.2,0.0,5.44,74.4,3.34,89.28,95.77,4.7,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-25 20:00:00,382.43,0.0,4.19,77.81,3.29,91.38,97.72,4.39,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-25 21:00:00,376.64,0.0,3.23,80.41,3.29,94.38,100.74,4.24,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-25 22:00:00,371.17,0.0,2.59,81.72,3.34,97.49,103.9,4.05,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-25 23:00:00,369.2,0.0,2.22,82.06,3.43,101.21,107.74,3.85,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-26 00:00:00,370.04,0.0,2.1,81.56,3.54,105.26,111.89,3.62,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-26 01:00:00,371.27,0.0,2.29,80.09,3.81,108.93,115.81,3.5,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-26 02:00:00,379.24,0.0,2.99,78.24,4.54,112.9,120.34,3.57,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-26 03:00:00,382.62,0.06,3.76,78.82,5.86,116.65,124.59,3.31,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-26 04:00:00,371.87,0.23,3.6,84.58,7.78,119.76,128.0,2.5,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-26 05:00:00,357.32,0.32,3.16,93.56,9.73,123.57,132.07,1.54,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-26 06:00:00,340.14,0.29,2.62,108.89,12.27,130.58,139.25,0.32,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-26 07:00:00,288.34,0.17,1.8,136.45,14.74,132.01,139.51,0.0,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-26 08:00:00,257.12,0.12,1.37,139.75,12.4,118.91,125.12,0.0,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-26 09:00:00,242.93,0.09,1.26,138.03,10.57,109.46,114.95,0.0,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-26 10:00:00,253.24,0.14,2.4,121.58,8.71,108.48,114.09,0.0,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-26 11:00:00,278.96,0.15,4.67,99.73,7.03,110.63,116.86,0.55,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-26 12:00:00,308.88,0.04,7.48,85.38,6.11,110.95,117.87,3.09,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-26 13:00:00,337.96,0.0,9.48,76.4,5.67,111.96,119.71,5.05,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-26 14:00:00,362.85,0.0,9.88,71.53,5.47,114.74,123.36,5.95,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-26 15:00:00,380.64,0.0,9.54,68.33,5.27,118.01,127.25,6.32,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-26 16:00:00,383.14,0.0,8.55,66.81,5.08,119.52,128.73,5.97,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-26 17:00:00,382.74,0.0,7.62,67.22,4.95,122.05,130.83,5.68,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-26 18:00:00,370.11,0.0,6.37,70.93,5.05,124.25,132.12,4.92,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-26 19:00:00,344.45,0.0,4.61,78.61,5.52,126.07,132.96,3.63,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-26 20:00:00,333.72,0.0,3.47,82.24,5.56,128.95,135.36,3.28,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-26 21:00:00,329.27,0.0,2.6,87.62,6.16,131.98,138.26,2.85,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-26 22:00:00,327.62,0.0,2.04,94.13,7.36,134.02,140.42,1.88,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-26 23:00:00,332.99,0.0,1.86,94.94,7.53,136.03,142.48,1.85,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-27 00:00:00,339.08,0.0,1.85,93.64,7.33,136.76,143.29,2.1,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-27 01:00:00,345.65,0.0,2.07,90.91,7.07,136.04,142.79,2.34,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-27 02:00:00,356.21,0.0,2.67,88.56,7.31,135.9,143.21,2.33,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-27 03:00:00,365.0,0.05,3.45,87.8,8.2,136.9,144.91,1.93,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-27 04:00:00,366.08,0.19,3.53,91.85,9.86,138.9,147.55,1.11,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-27 05:00:00,362.62,0.28,3.13,99.94,11.69,142.28,151.39,0.22,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-27 06:00:00,357.45,0.26,2.62,112.77,13.87,148.11,157.53,0.0,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-27 07:00:00,303.23,0.14,1.62,142.7,16.77,141.05,148.95,0.0,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-27 08:00:00,270.44,0.1,1.22,142.92,13.84,125.47,131.96,0.0,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-27 09:00:00,260.88,0.09,1.21,140.79,12.48,119.88,125.99,0.0,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-27 10:00:00,270.86,0.1,1.97,133.28,11.68,123.03,129.38,0.0,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-27 11:00:00,290.79,0.09,3.45,120.5,10.8,128.91,135.75,0.0,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-27 12:00:00,313.18,0.02,5.23,110.79,10.24,134.67,142.03,0.0,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-27 13:00:00,339.21,0.0,6.63,102.24,9.79,141.19,149.19,0.08,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-27 14:00:00,369.72,0.0,7.45,93.99,9.19,147.64,156.49,1.43,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-27 15:00:00,399.09,0.0,7.8,86.49,8.37,152.39,161.95,2.96,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-27 16:00:00,420.93,0.0,7.72,78.84,7.22,153.57,163.45,4.0,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-27 17:00:00,443.52,0.0,7.66,73.32,6.19,155.21,165.43,5.13,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-27 18:00:00,455.0,0.0,7.36,69.95,5.22,155.43,165.55,5.8,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-27 19:00:00,447.11,0.0,6.37,68.43,4.4,152.77,162.15,5.64,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-27 20:00:00,433.82,0.0,5.03,69.38,3.91,150.02,158.61,5.33,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-27 21:00:00,415.89,0.0,3.79,73.12,3.74,144.54,152.31,4.92,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-27 22:00:00,396.07,0.0,2.92,76.33,3.54,134.98,142.03,4.63,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-27 23:00:00,385.67,0.0,2.51,76.44,3.1,124.97,131.47,4.68,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-28 00:00:00,378.41,0.0,2.37,75.86,2.86,115.11,121.21,4.69,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-28 01:00:00,376.11,0.0,2.56,74.38,2.85,105.13,111.12,4.81,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-28 02:00:00,381.96,0.0,3.28,73.21,3.23,96.83,103.14,5.21,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-28 03:00:00,386.74,0.07,3.92,75.98,4.01,89.61,96.21,5.46,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-28 04:00:00,380.02,0.23,3.48,85.51,5.16,83.26,89.92,5.34,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-28 05:00:00,376.28,0.33,3.0,92.73,5.72,79.93,86.62,5.18,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-28 06:00:00,366.63,0.28,2.35,105.25,6.3,77.75,84.23,4.49,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-28 07:00:00,301.44,0.12,1.1,129.34,5.03,73.64,78.29,0.79,4,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-28 08:00:00,279.91,0.08,0.85,132.86,4.37,76.56,80.79,0.0,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-28 09:00:00,274.04,0.08,0.9,132.51,4.16,75.59,79.64,0.0,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-28 10:00:00,288.49,0.16,2.11,118.18,3.91,77.06,81.51,0.9,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-28 11:00:00,317.78,0.2,4.64,98.23,3.64,78.27,83.56,3.74,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-28 12:00:00,351.97,0.06,8.07,84.44,3.58,78.95,85.17,6.21,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-28 13:00:00,389.35,0.0,10.87,74.68,3.71,79.73,87.09,8.54,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-28 14:00:00,425.27,0.0,12.2,65.27,3.62,81.14,89.76,9.78,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-28 15:00:00,458.02,0.0,12.7,56.45,3.33,82.35,91.97,10.47,5,Historical
Ujjain - Vikram Nagar,23.2,75.82,2025-11-28 16:00:00,476.26,0.0,12.51,48.66,2.9,81.44,91.38,10.65,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-23 17:00:00,395.4,0.0,8.19,56.37,3.93,101.04,111.44,11.02,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-23 18:00:00,406.44,0.0,7.97,50.42,2.87,101.63,111.75,9.07,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-23 19:00:00,400.37,0.0,7.13,47.69,2.19,100.55,109.68,7.27,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-23 20:00:00,393.39,0.0,6.21,47.23,1.92,100.12,108.5,6.48,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-23 21:00:00,384.87,0.0,5.32,47.83,1.8,99.82,107.58,6.06,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-23 22:00:00,373.67,0.0,4.53,49.51,1.81,99.52,106.75,5.7,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-23 23:00:00,368.73,0.0,4.03,49.23,1.69,99.84,106.79,5.57,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-24 00:00:00,367.52,0.0,3.84,48.08,1.61,100.23,107.07,5.58,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-24 01:00:00,371.08,0.0,4.08,46.45,1.69,100.3,107.36,5.64,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-24 02:00:00,384.99,0.01,5.05,44.68,2.01,100.85,108.62,5.78,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-24 03:00:00,393.99,0.25,5.77,46.31,2.47,101.43,109.67,5.71,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-24 04:00:00,360.06,0.49,4.3,64.34,3.63,101.57,108.95,4.15,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-24 05:00:00,344.35,0.52,3.49,75.6,4.27,101.66,108.81,3.53,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-24 06:00:00,325.48,0.38,2.68,90.06,5.12,102.72,109.54,2.86,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-24 07:00:00,263.02,0.19,1.75,119.79,7.68,91.59,96.83,0.19,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-24 08:00:00,240.57,0.13,1.31,126.25,6.87,80.34,84.67,0.0,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-24 09:00:00,234.45,0.1,1.24,126.58,5.96,73.2,77.06,0.0,4,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-24 10:00:00,249.52,0.15,2.3,114.78,5.04,72.48,76.62,0.56,4,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-24 11:00:00,278.11,0.15,4.59,100.74,4.56,73.51,78.47,3.52,4,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-24 12:00:00,309.79,0.03,7.52,90.94,4.5,74.42,80.24,6.51,4,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-24 13:00:00,343.19,0.0,9.71,82.96,4.65,75.81,82.64,9.26,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-24 14:00:00,373.69,0.0,10.43,74.69,4.59,77.82,85.76,10.9,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-24 15:00:00,396.97,0.0,10.18,66.63,4.11,79.67,88.24,10.5,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-24 16:00:00,399.4,0.0,8.94,61.42,3.29,79.74,88.02,7.51,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-24 17:00:00,400.98,0.0,7.96,57.98,2.75,80.5,88.33,5.95,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-24 18:00:00,391.91,0.0,6.99,57.51,2.38,80.96,87.87,4.86,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-24 19:00:00,355.87,0.0,5.13,65.92,2.45,80.16,85.57,3.57,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-24 20:00:00,343.02,0.0,4.18,65.79,2.18,81.05,86.08,3.24,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-24 21:00:00,337.81,0.0,3.54,64.29,1.98,82.51,87.48,3.09,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-24 22:00:00,335.67,0.0,3.09,63.08,1.89,84.42,89.47,2.94,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-24 23:00:00,336.5,0.0,2.83,62.03,1.85,86.99,92.2,2.88,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-25 00:00:00,340.6,0.0,2.76,60.51,1.87,89.7,95.15,2.88,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-25 01:00:00,344.23,0.0,2.78,67.04,2.55,102.0,107.66,3.08,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-25 02:00:00,356.22,0.0,3.52,65.16,2.89,103.94,110.29,3.52,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-25 03:00:00,365.02,0.08,4.22,65.92,3.48,105.02,111.92,3.73,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-25 04:00:00,352.59,0.25,3.61,75.63,4.5,104.4,111.35,3.11,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-25 05:00:00,340.5,0.33,3.01,82.76,4.9,103.2,110.11,2.77,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-25 06:00:00,325.41,0.3,2.4,93.82,5.32,104.27,111.07,1.96,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-25 07:00:00,251.54,0.15,1.43,123.27,6.31,96.7,102.1,0.0,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-25 08:00:00,231.0,0.1,1.05,125.91,5.22,83.03,87.34,0.0,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-25 09:00:00,226.53,0.08,1.03,124.99,4.75,76.85,80.77,0.0,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-25 10:00:00,241.59,0.15,2.19,112.05,4.35,78.55,82.85,0.0,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-25 11:00:00,270.2,0.17,4.6,96.94,4.2,81.81,87.03,1.95,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-25 12:00:00,302.27,0.04,7.74,88.2,4.46,83.8,89.98,5.2,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-25 13:00:00,334.69,0.0,9.87,82.1,4.79,86.1,93.34,7.9,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-25 14:00:00,357.61,0.0,10.04,75.97,4.65,88.34,96.36,8.53,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-25 15:00:00,372.05,0.0,9.38,73.04,4.23,89.45,97.51,7.86,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-25 16:00:00,371.62,0.0,8.04,73.37,3.93,88.05,95.47,6.37,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-25 17:00:00,386.15,0.0,7.58,70.49,3.58,88.26,95.53,6.18,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-25 18:00:00,395.15,0.0,6.85,70.36,3.35,88.83,95.79,5.63,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-25 19:00:00,388.2,0.0,5.44,74.4,3.34,89.28,95.77,4.7,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-25 20:00:00,382.43,0.0,4.19,77.81,3.29,91.38,97.72,4.39,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-25 21:00:00,376.64,0.0,3.23,80.41,3.29,94.38,100.74,4.24,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-25 22:00:00,371.17,0.0,2.59,81.72,3.34,97.49,103.9,4.05,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-25 23:00:00,369.2,0.0,2.22,82.06,3.43,101.21,107.74,3.85,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-26 00:00:00,370.04,0.0,2.1,81.56,3.54,105.26,111.89,3.62,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-26 01:00:00,371.27,0.0,2.29,80.09,3.81,108.93,115.81,3.5,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-26 02:00:00,379.24,0.0,2.99,78.24,4.54,112.9,120.34,3.57,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-26 03:00:00,382.62,0.06,3.76,78.82,5.86,116.65,124.59,3.31,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-26 04:00:00,371.87,0.23,3.6,84.58,7.78,119.76,128.0,2.5,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-26 05:00:00,357.32,0.32,3.16,93.56,9.73,123.57,132.07,1.54,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-26 06:00:00,340.14,0.29,2.62,108.89,12.27,130.58,139.25,0.32,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-26 07:00:00,288.34,0.17,1.8,136.45,14.74,132.01,139.51,0.0,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-26 08:00:00,257.12,0.12,1.37,139.75,12.4,118.91,125.12,0.0,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-26 09:00:00,242.93,0.09,1.26,138.03,10.57,109.46,114.95,0.0,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-26 10:00:00,253.24,0.14,2.4,121.58,8.71,108.48,114.09,0.0,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-26 11:00:00,278.96,0.15,4.67,99.73,7.03,110.63,116.86,0.55,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-26 12:00:00,308.88,0.04,7.48,85.38,6.11,110.95,117.87,3.09,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-26 13:00:00,337.96,0.0,9.48,76.4,5.67,111.96,119.71,5.05,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-26 14:00:00,362.85,0.0,9.88,71.53,5.47,114.74,123.36,5.95,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-26 15:00:00,380.64,0.0,9.54,68.33,5.27,118.01,127.25,6.32,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-26 16:00:00,383.14,0.0,8.55,66.81,5.08,119.52,128.73,5.97,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-26 17:00:00,382.74,0.0,7.62,67.22,4.95,122.05,130.83,5.68,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-26 18:00:00,370.11,0.0,6.37,70.93,5.05,124.25,132.12,4.92,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-26 19:00:00,344.45,0.0,4.61,78.61,5.52,126.07,132.96,3.63,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-26 20:00:00,333.72,0.0,3.47,82.24,5.56,128.95,135.36,3.28,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-26 21:00:00,329.27,0.0,2.6,87.62,6.16,131.98,138.26,2.85,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-26 22:00:00,327.62,0.0,2.04,94.13,7.36,134.02,140.42,1.88,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-26 23:00:00,332.99,0.0,1.86,94.94,7.53,136.03,142.48,1.85,5,Historical
Ujjain - Engineering College Road,23.21,75.82,2025-11-27 00:00:00,339.08,0.0,1.85,93.64,7.33,136.76,143.29,2.1,5,Historical
