city,latitude,longitude,timestamp,temperature_°c,humidity_%,pressure_hpa,wind_speed_m/s,wind_direction_°,cloudiness_%,visibility_m,source
Indore,22.7196,75.8577,2025-11-09 00:00:00,13.6,65,1015.8,5.1,63,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-09 01:00:00,13.5,63,1016.4,4.9,62,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-09 02:00:00,15.2,56,1017.2,5.6,65,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-09 03:00:00,18.0,48,1017.7,4.4,60,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-09 04:00:00,21.3,35,1018.1,4.3,57,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-09 05:00:00,23.2,26,1017.7,6.6,53,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-09 06:00:00,24.9,22,1016.2,7.9,47,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-09 07:00:00,26.2,20,1015.1,7.5,44,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-09 08:00:00,26.7,19,1014.1,7.4,39,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-09 09:00:00,26.8,20,1013.3,7.7,33,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-09 10:00:00,26.5,21,1012.9,8.5,28,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-09 11:00:00,25.7,23,1012.9,9.0,26,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-09 12:00:00,24.1,30,1013.3,8.3,39,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-09 13:00:00,22.3,37,1013.5,8.8,44,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-09 14:00:00,21.0,41,1014.3,8.5,48,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-09 15:00:00,20.4,43,1014.8,7.7,49,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-09 16:00:00,19.8,43,1015.0,6.1,66,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-09 17:00:00,19.0,46,1015.1,5.0,75,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-09 18:00:00,18.8,46,1014.8,5.8,97,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-09 19:00:00,17.5,49,1014.2,5.8,90,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-09 20:00:00,16.9,51,1014.0,6.6,77,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-09 21:00:00,15.6,58,1013.7,5.0,75,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-09 22:00:00,15.0,61,1013.9,4.3,105,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-09 23:00:00,14.7,64,1014.0,3.8,101,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-10 00:00:00,14.9,64,1014.3,4.0,60,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-10 01:00:00,14.5,64,1015.0,3.8,73,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-10 02:00:00,15.8,58,1015.8,5.0,92,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-10 03:00:00,18.9,49,1016.7,4.6,121,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-10 04:00:00,22.5,36,1017.1,4.1,131,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-10 05:00:00,24.3,26,1016.9,4.0,126,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-10 06:00:00,25.2,24,1015.9,3.5,168,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-10 07:00:00,26.3,24,1014.7,3.5,189,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-10 08:00:00,26.7,24,1013.9,3.6,213,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-10 09:00:00,26.8,24,1013.0,3.5,242,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-10 10:00:00,26.6,24,1012.8,3.6,273,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-10 11:00:00,26.1,24,1012.9,4.0,288,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-10 12:00:00,24.7,28,1013.3,4.1,326,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-10 13:00:00,22.5,39,1013.6,3.2,16,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-10 14:00:00,21.1,42,1014.3,3.6,57,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-10 15:00:00,20.0,49,1014.9,2.9,86,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-10 16:00:00,19.4,50,1015.2,1.3,56,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-10 17:00:00,18.6,51,1015.3,3.0,107,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-10 18:00:00,18.0,58,1015.1,3.2,164,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-10 19:00:00,17.0,63,1014.8,3.5,168,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-10 20:00:00,16.5,67,1014.6,3.8,169,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-10 21:00:00,15.8,70,1014.5,1.7,162,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-10 22:00:00,15.8,70,1014.5,0.7,194,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-10 23:00:00,15.6,69,1014.7,0.4,243,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-11 00:00:00,15.3,64,1015.0,1.9,73,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-11 01:00:00,14.7,64,1015.7,2.5,111,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-11 02:00:00,15.7,58,1016.6,5.2,102,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-11 03:00:00,18.9,47,1017.3,3.6,96,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-11 04:00:00,22.5,35,1017.8,1.8,101,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-11 05:00:00,24.7,26,1017.5,2.4,81,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-11 06:00:00,25.5,23,1016.7,2.2,35,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-11 07:00:00,26.8,21,1015.7,2.5,8,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-11 08:00:00,27.3,21,1014.7,3.6,354,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-11 09:00:00,27.3,21,1013.9,4.9,360,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-11 10:00:00,27.0,22,1013.7,6.0,9,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-11 11:00:00,26.3,23,1013.8,6.3,24,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-11 12:00:00,25.1,27,1014.1,6.7,54,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-11 13:00:00,23.5,30,1014.6,5.7,66,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-11 14:00:00,21.5,37,1015.3,3.9,47,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-11 15:00:00,20.2,44,1016.1,3.4,32,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-11 16:00:00,19.5,49,1016.2,3.2,71,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-11 17:00:00,19.2,47,1016.4,4.1,113,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-11 18:00:00,18.5,53,1016.3,2.9,158,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-11 19:00:00,17.5,54,1015.8,3.0,166,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-11 20:00:00,16.7,60,1015.6,2.9,173,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-11 21:00:00,16.3,65,1015.6,0.6,342,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-11 22:00:00,15.1,67,1015.7,3.7,14,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-11 23:00:00,15.0,66,1015.7,3.7,55,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-12 00:00:00,15.0,62,1016.1,4.9,51,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-12 01:00:00,15.1,61,1016.7,5.9,70,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-12 02:00:00,16.1,57,1017.4,7.9,69,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-12 03:00:00,19.2,47,1017.9,4.8,61,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-12 04:00:00,22.6,37,1018.5,2.7,53,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-12 05:00:00,24.9,28,1018.3,5.2,56,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-12 06:00:00,26.0,25,1017.3,5.4,34,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-12 07:00:00,27.1,23,1016.5,5.3,24,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-12 08:00:00,27.5,23,1015.8,6.1,19,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-12 09:00:00,27.5,22,1015.0,6.6,21,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-12 10:00:00,27.2,23,1014.9,7.1,24,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-12 11:00:00,26.5,24,1015.1,7.6,31,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-12 12:00:00,25.2,28,1015.4,7.3,44,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-12 13:00:00,23.4,35,1016.1,9.1,36,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-12 14:00:00,21.7,39,1016.8,10.2,41,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-12 15:00:00,21.0,37,1017.4,10.0,51,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-12 16:00:00,20.5,37,1017.6,8.6,61,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-12 17:00:00,19.9,39,1017.4,7.6,62,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-12 18:00:00,19.4,42,1017.5,7.2,71,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-12 19:00:00,17.8,47,1017.1,5.2,84,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-12 20:00:00,17.0,49,1016.6,5.0,60,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-12 21:00:00,16.2,53,1016.7,5.0,44,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-12 22:00:00,16.3,50,1016.8,7.3,40,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-12 23:00:00,15.7,52,1017.0,6.8,55,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-13 00:00:00,15.3,56,1017.7,6.8,53,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-13 01:00:00,15.1,58,1018.2,7.2,72,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-13 02:00:00,15.8,56,1019.2,9.0,77,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-13 03:00:00,18.9,48,1019.7,7.3,73,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-13 04:00:00,22.4,38,1020.0,5.4,60,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-13 05:00:00,24.8,26,1019.7,8.5,58,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-13 06:00:00,26.0,22,1019.0,8.6,49,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-13 07:00:00,27.0,21,1017.8,9.0,44,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-13 08:00:00,27.3,21,1016.8,8.9,40,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-13 09:00:00,27.4,22,1015.9,8.7,37,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-13 10:00:00,27.0,24,1015.6,8.7,38,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-13 11:00:00,26.2,25,1015.7,9.6,43,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-13 12:00:00,24.9,29,1016.0,9.0,47,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-13 13:00:00,23.4,33,1016.6,10.2,48,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-13 14:00:00,22.2,36,1017.3,10.6,50,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-13 15:00:00,21.3,37,1017.7,9.7,50,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-13 16:00:00,20.7,38,1017.7,8.5,61,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-13 17:00:00,20.5,38,1017.5,7.5,73,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-13 18:00:00,20.4,40,1017.3,8.3,57,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-13 19:00:00,17.7,49,1017.1,9.9,35,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-13 20:00:00,16.5,55,1017.2,9.6,62,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-13 21:00:00,16.4,57,1016.9,10.1,68,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-13 22:00:00,16.3,57,1016.8,10.8,62,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-13 23:00:00,16.0,58,1016.7,10.6,60,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-14 00:00:00,15.7,59,1017.2,10.2,56,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-14 01:00:00,15.2,61,1018.0,10.1,63,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-14 02:00:00,15.6,60,1018.7,9.9,63,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-14 03:00:00,18.2,52,1019.2,6.5,56,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-14 04:00:00,21.8,41,1019.6,5.3,66,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-14 05:00:00,24.5,31,1018.9,7.5,80,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-14 06:00:00,25.8,27,1017.8,6.7,81,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-14 07:00:00,26.6,26,1016.5,5.6,69,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-14 08:00:00,27.2,25,1015.4,5.0,52,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-14 09:00:00,27.3,25,1014.7,6.0,37,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-14 10:00:00,26.9,26,1014.3,7.8,29,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-14 11:00:00,26.1,27,1014.5,9.3,28,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-14 12:00:00,24.6,30,1015.2,9.5,33,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-14 13:00:00,23.3,35,1015.9,9.2,55,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-14 14:00:00,21.9,40,1016.6,7.9,74,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-14 15:00:00,20.6,45,1017.3,7.4,87,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-14 16:00:00,19.7,49,1017.5,7.9,78,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-14 17:00:00,19.3,51,1017.3,9.1,80,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-14 18:00:00,19.1,51,1016.9,8.9,83,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-14 19:00:00,18.5,52,1016.8,8.9,66,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-14 20:00:00,17.1,58,1016.9,9.2,40,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-14 21:00:00,15.9,63,1016.8,9.7,43,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-14 22:00:00,15.6,63,1016.6,9.3,44,0,10000.0,Open-Meteo
Indore,22.7196,75.8577,2025-11-14 23:00:00,15.2,61,1016.7,8.8,49,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-09 00:00:00,14.1,66,1015.6,6.9,5,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-09 01:00:00,14.0,69,1016.2,5.9,12,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-09 02:00:00,15.4,65,1016.9,6.3,18,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-09 03:00:00,18.4,59,1017.4,4.5,37,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-09 04:00:00,21.6,44,1017.8,3.8,49,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-09 05:00:00,23.2,32,1017.3,4.0,30,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-09 06:00:00,24.6,27,1015.9,3.6,18,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-09 07:00:00,25.6,25,1014.8,4.0,18,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-09 08:00:00,26.0,25,1013.9,4.9,8,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-09 09:00:00,26.2,25,1013.0,5.6,7,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-09 10:00:00,25.8,27,1012.7,6.8,12,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-09 11:00:00,24.7,34,1012.7,6.2,22,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-09 12:00:00,22.2,48,1013.0,5.2,31,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-09 13:00:00,20.5,55,1013.3,4.7,2,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-09 14:00:00,19.7,54,1013.9,6.5,326,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-09 15:00:00,19.0,51,1014.3,6.4,338,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-09 16:00:00,17.8,54,1014.6,5.6,358,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-09 17:00:00,16.6,59,1014.9,5.1,337,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-09 18:00:00,16.5,58,1014.7,6.5,330,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-09 19:00:00,15.5,62,1014.2,6.2,345,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-09 20:00:00,15.4,61,1014.0,6.3,357,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-09 21:00:00,15.3,62,1013.7,6.7,360,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-09 22:00:00,14.7,65,1013.7,6.3,13,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-09 23:00:00,14.1,69,1013.8,5.8,7,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-10 00:00:00,14.2,67,1014.0,6.3,18,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-10 01:00:00,13.6,72,1014.9,4.9,28,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-10 02:00:00,15.1,66,1016.0,4.1,45,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-10 03:00:00,17.8,63,1016.7,1.9,119,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-10 04:00:00,20.9,51,1017.2,3.0,107,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-10 05:00:00,23.3,40,1016.7,4.3,114,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-10 06:00:00,24.7,29,1015.7,1.5,166,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-10 07:00:00,25.8,27,1014.6,1.5,187,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-10 08:00:00,26.2,27,1013.7,1.7,193,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-10 09:00:00,26.3,27,1012.9,1.7,198,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-10 10:00:00,26.2,27,1012.7,2.0,190,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-10 11:00:00,25.4,34,1012.7,2.9,180,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-10 12:00:00,22.3,57,1013.1,2.1,165,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-10 13:00:00,20.8,61,1013.8,0.6,288,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-10 14:00:00,19.3,63,1014.4,3.6,315,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-10 15:00:00,18.4,64,1014.9,4.4,339,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-10 16:00:00,17.7,66,1014.9,2.6,12,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-10 17:00:00,17.0,68,1015.1,2.2,55,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-10 18:00:00,16.7,67,1015.0,1.5,7,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-10 19:00:00,16.2,64,1014.6,0.4,333,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-10 20:00:00,15.8,65,1014.3,1.2,321,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-10 21:00:00,15.3,67,1014.2,1.5,324,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-10 22:00:00,14.3,73,1014.3,3.2,322,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-10 23:00:00,13.7,77,1014.5,4.3,332,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-11 00:00:00,13.2,76,1015.0,3.4,335,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-11 01:00:00,12.8,78,1015.9,3.4,354,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-11 02:00:00,14.2,73,1016.7,4.0,32,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-11 03:00:00,17.8,63,1017.2,2.4,99,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-11 04:00:00,21.4,50,1017.6,2.7,127,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-11 05:00:00,23.8,37,1017.3,3.1,149,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-11 06:00:00,25.0,30,1016.4,2.3,162,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-11 07:00:00,25.9,29,1015.6,1.8,186,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-11 08:00:00,26.3,29,1014.6,1.6,207,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-11 09:00:00,26.6,29,1013.8,1.4,220,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-11 10:00:00,26.4,29,1013.5,0.9,217,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-11 11:00:00,25.9,31,1013.5,0.2,180,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-11 12:00:00,22.4,58,1013.9,2.3,157,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-11 13:00:00,20.9,63,1014.8,0.0,270,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-11 14:00:00,19.7,67,1015.4,1.5,315,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-11 15:00:00,19.3,63,1015.8,1.4,320,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-11 16:00:00,18.3,63,1015.8,2.3,315,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-11 17:00:00,16.9,64,1016.1,4.1,326,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-11 18:00:00,16.3,65,1016.1,4.1,347,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-11 19:00:00,15.6,64,1015.8,2.3,331,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-11 20:00:00,15.3,64,1015.7,2.4,343,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-11 21:00:00,15.0,64,1015.6,5.2,340,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-11 22:00:00,15.1,63,1015.5,7.0,360,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-11 23:00:00,15.0,63,1015.6,7.8,5,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-12 00:00:00,14.6,64,1016.1,7.5,17,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-12 01:00:00,13.9,70,1016.8,5.5,19,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-12 02:00:00,15.0,66,1017.5,6.4,27,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-12 03:00:00,18.1,59,1018.0,4.6,36,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-12 04:00:00,21.3,48,1018.5,3.8,49,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-12 05:00:00,23.6,39,1018.2,5.0,64,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-12 06:00:00,25.2,30,1017.2,4.1,61,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-12 07:00:00,26.1,28,1016.4,3.9,53,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-12 08:00:00,26.5,27,1015.6,3.7,39,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-12 09:00:00,26.6,26,1015.1,4.1,29,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-12 10:00:00,26.3,26,1014.9,5.2,27,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-12 11:00:00,25.2,32,1015.1,6.3,27,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-12 12:00:00,22.9,41,1015.5,5.8,30,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-12 13:00:00,21.5,44,1016.1,7.6,15,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-12 14:00:00,20.4,44,1016.8,8.3,13,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-12 15:00:00,19.1,48,1017.3,5.4,14,0,10000.0,Open-Meteo
Bhopal,23.2599,77.4126,2025-11-12 16:00:00,18.0,55,1017.3,4.4,9,0,10000.0,Open-Meteo
